imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0004707,Tillie's Punctured Romance,Tillie's Punctured Romance,1914,1914-12-21,Comedy,82,USA,"None, English","Mack Sennett, Charles Bennett","",Keystone Film Company,"Marie Dressler, Charles Chaplin, Mabel Normand, Mack Swain, Charles Bennett, Chester Conklin",A con man from the city dupes a wealthy country girl into marriage.,6.3,3250,$ 50000,"","",,38,18,6.3,85.0788363455086,630
tt0012645,Sappho,Sappho,1921,1922-01-02,Drama,82,Germany,"",Dimitri Buchowetzki,"Dimitri Buchowetzki, Alexandre Dumas",Projektions-AG Union (PAGU),"Pola Negri, Johannes Riemann, Alfred Abel, Albert Steinrück, Helga Molander, Otto Treptow, Elsa Wagner, Ellinor Gynt","Richard De La Croix has a brother, Andreas, who has been driven insane by a notorious vamp and socialite named Sappho. A man-about-town named Teddy takes Richard to the Odeon to meet her, ...",6.8,123,"","","",,4,2,6.8,88.237337807805,680
tt0014624,La donna di Parigi,A Woman of Paris: A Drama of Fate,1923,1927-06-06,"Drama, Romance",82,USA,"None, English",Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Edna Purviance, Clarence Geldart, Carl Miller, Lydia Knott, Charles K. French, Adolphe Menjou, Betty Morrissey, Malvina Polo",A kept woman runs into her former fiancé and finds herself torn between love and comfort.,7,4735,$ 351000,"",$ 11233,,37,24,7,100.113923552989,700
tt0015361,Sciopero,Stachka,1925,1925-04-28,Drama,82,Soviet Union,"",Sergei M. Eisenstein,"Grigoriy Aleksandrov, Sergei M. Eisenstein",1-ya Goskino Fabrika,"Maksim Shtraukh, Grigoriy Aleksandrov, Mikhail Gomorov, I. Ivanov, Ivan Klyukvin, Aleksandr Antonov, Yudif Glizer, Anatoliy Kuznetsov, Vera Yanukova, Vladimir Uralskiy, M. Mamin, Boris Yurtsev",A group of oppressed factory workers go on strike in pre-revolutionary Russia.,7.6,6877,"","","",,39,33,7.6,102.254265741215,760
tt0015493,L'ombra bianca,The White Shadow,1924,1924-10-13,Drama,82,UK,English,Graham Cutts,"Alfred Hitchcock, Michael Morton","Balcon, Freedman & Saville","Betty Compson, Clive Brook, Henry Victor, A.B. Imeson, Olaf Hytten, Daisy Campbell, Bert Darley, Maresco Marisini, Donald Searle, Muriel Gregory",In Paris a wild girl becomes possessed by the soul of her twin who died to save her life.,6.3,200,"","","",,9,5,6.3,87.0238625681736,630
tt0017382,The Show-Off,The Show-Off,1926,1926-08-16,"Comedy, Drama",82,USA,English,Malcolm St. Clair,"George Kelly, Pierre Collings",Paramount Pictures,"Ford Sterling, Claire McDowell, Charles Goodrich, Lois Wilson, Louise Brooks, Gregory Kelly",A blowhard who poses as a railroad executive (but is really just a $30-a-week clerk) catches a young bride and then drives her family's finances to the brink of ruin.,6.8,245,"","","",,10,3,6.8,94.210064271524,680
tt0018051,Il fratello minore,The Kid Brother,1927,1927-01-17,"Comedy, Drama, Family",82,USA,English,"Ted Wilde, Harold Lloyd","John Grey, Ted Wilde",The Harold Lloyd Corporation (II),"Harold Lloyd, Jobyna Ralston, Walter James, Leo Willis, Olin Francis, Constantine Romanoff, Eddie Boland, Frank Lanning, Ralph Yearsley",A sheriff's milquetoast son has a chance to prove himself when a medicine show run by con artists comes into town.,7.6,3747,"",$ 1553522,"",,30,25,7.6,104.516316231196,760
tt0018107,Anna Karenina,Love,1927,1928-01-02,"Drama, Romance",82,USA,"","Edmund Goulding, John Gilbert","Leo Tolstoy, Marian Ainslee",Metro-Goldwyn-Mayer (MGM),"John Gilbert, Greta Garbo, George Fawcett, Emily Fitzroy, Brandon Hurst, Philippe De Lacy",A married woman compromises her social standing and family life when she falls for a young officer.,6.9,885,$ 488000,"","",,18,10,6.9,97.6069818874702,690
tt0019609,Il cadavere vivente,Zhivoy trup,1929,1929-03-26,Drama,82,"Germany, Soviet Union",German,Fyodor Otsep,"Leo Tolstoy, Boris Gusman",Mezhrabpomfilm,"Vsevolod Pudovkin, Maria Jacobini, Viola Garden, Julia Serda, Nato Vachnadze, Gustav Diessl, Vera Maretskaya, Daniil Vvedenskiy, Vladimir Uralskiy, Boris Barnet, Carola Höhn, Karl Junge-Swinburne, Porfiri Podobed, Pyotr Repnin, Sylvia Torf","Fjodor Protassow wants to divorce his wife, so that she can be happy with another man. But the church won't allow a divorce, so he fakes his own death, becoming a """"living corpse"""".",6.9,116,"","","",,3,1,6.9,100.698911308847,690
tt0019745,La Canarina Assassinata,The Canary Murder Case,1929,1929,"Crime, Drama, Mystery",82,USA,English,"Malcolm St. Clair, Frank Tuttle","Albert S. Le Vino, Herman J. Mankiewicz",Paramount Pictures,"William Powell, Jean Arthur, James Hall, Louise Brooks, Charles Lane, Lawrence Grant, Gustav von Seyffertitz, E.H. Calvert, Eugene Pallette, Ned Sparks, Louis John Bartels","A beautiful showgirl, nicknamed 'the Canary', is a scheming nightclub singer. Blackmailing is her game and soon ends up dead. But who killed 'the Canary'. All the suspects who knew her had ...",6,539,"","","",,21,14,6,83.0577740223291,600
